amount_paid,case_no,citation,citation_no,citation_status,contract_id,current_penalty,date_issues,date_terminated,final_order_date,proposed_penalty,s_and_s,section_of_act,standard,standard_url,violator
100.00 ,000393515,C,9092704  ,Closed,  ,100.00 ,8/5/2015,8/11/2015,11/7/2015 ,100.00,Y,104(a),77.404(a),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec77-404.pdf,"PB Dirt Movers, Inc"
100.00 ,000393515,C,9092703  ,Closed,  ,100.00 ,8/5/2015,8/5/2015,11/7/2015 ,100.00,N,104(a),77.410(c),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec77-410.pdf,"PB Dirt Movers, Inc"
100.00 ,000380411,C,9091074  ,Closed,  ,100.00 ,3/4/2015,3/9/2015,6/6/2015 ,100.00,Y,104(a),77.1104,http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec77-1104.pdf,"PB Dirt Movers, Inc"
100.00 ,000380411,C,9091073  ,Closed,  ,100.00 ,3/4/2015,3/4/2015,6/6/2015 ,100.00,N,104(a),77.1110,http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec77-1110.pdf,"PB Dirt Movers, Inc"
100.00 ,000380411,C,9091075  ,Closed,  ,100.00 ,3/4/2015,3/4/2015,6/6/2015 ,100.00,N,104(a),77.1110,http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec77-1110.pdf,"PB Dirt Movers, Inc"
100.00 ,000378065,C,9870729  ,Closed,  ,100.00 ,2/25/2015,2/25/2015,5/9/2015 ,100.00,N,104(a),71.206(a),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec71-206.pdf,"PB Dirt Movers, Inc"
100.00 ,000366059,C,8214464  ,Closed,  ,100.00 ,9/17/2014,9/23/2014,12/5/2014 ,100.00,Y,104(a),77.404(a),http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec77-404.pdf,"PB Dirt Movers, Inc"
100.00 ,000366059,C,8214465  ,Closed,  ,100.00 ,9/17/2014,9/23/2014,12/5/2014 ,100.00,N,104(a),77.1104,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec77-1104.pdf,"PB Dirt Movers, Inc"
100.00 ,000366059,C,8214461  ,Closed,  ,100.00 ,9/10/2014,9/17/2014,12/5/2014 ,100.00,N,104(a),77.1104,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec77-1104.pdf,"PB Dirt Movers, Inc"
no info, ,O,8830352  ,no info,  ,no info,4/27/2015,6/5/2015, ,Non-Assessable,N/A,104(b), ,no info,"Prescott Dirt, LLC"
270.00 ,000383401,O,8929131  ,Closed,  ,270.00 ,4/8/2015,4/27/2015,7/17/2015 ,270.00,Y,104(g)(1),46.5(a),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec46-5.pdf,"Prescott Dirt, LLC"
112.00 ,000383401,C,8929132  ,Closed,  ,112.00 ,4/8/2015,6/5/2015,7/17/2015 ,112.00,N,104(a),56.15001,http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-15001.pdf,"Prescott Dirt, LLC"
100.00 ,000383401,C,8929130  ,Closed,  ,100.00 ,4/8/2015,4/27/2015,7/17/2015 ,100.00,N,104(a),46.9(a),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec46-9.pdf,"Prescott Dirt, LLC"
100.00 ,000383401,C,8929133  ,Closed,  ,100.00 ,4/8/2015,4/27/2015,7/17/2015 ,100.00,N,104(a),46.3(a),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec46-3.pdf,"Prescott Dirt, LLC"
100.00 ,000383401,C,8929128  ,Closed,  ,100.00 ,4/7/2015,4/27/2015,7/17/2015 ,100.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-14100.pdf,"Prescott Dirt, LLC"
100.00 ,000383401,C,8929129  ,Closed,  ,100.00 ,4/7/2015,4/27/2015,7/17/2015 ,100.00,N,104(a),56.18010,http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-18010.pdf,"Prescott Dirt, LLC"
100.00 ,000366329,C,8830121  ,Closed,  ,100.00 ,9/8/2014,9/8/2014,12/13/2014 ,100.00,N,104(a),50.30(a),http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec50-30.pdf,"Prescott Dirt, LLC"
no info, ,C,9404249  ,no info,  ,no info,5/31/2018,5/31/2018, ,Not Assessed Yet,N,104(a),56.14107(a),http://www.ecfr.gov/cgi-bin/text-idx?SID=f462b60350e1a59e963680947dff1a01&node=se30.1.56_114107&rgn=div8,R D Blankenship Dirt Work LLC
116.00 ,000454293,C,9355709  ,Closed,  ,116.00 ,10/25/2017,10/25/2017,1/12/2018 ,116.00,N,104(a),56.12030,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-12030.pdf,R D Blankenship Dirt Work LLC
116.00 ,000445513,C,8972659  ,Closed,  ,116.00 ,7/5/2017,7/5/2017,9/24/2017 ,116.00,Y,104(a),56.4101,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-4101.pdf,R D Blankenship Dirt Work LLC
100.00 ,000386463,C,8863414  ,Closed,  ,100.00 ,5/19/2015,5/19/2015,8/13/2015 ,100.00,N,104(a),56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-12004.pdf,R D Blankenship Dirt Work LLC
100.00 ,000386463,C,8863413  ,Closed,  ,100.00 ,5/19/2015,5/20/2015,8/13/2015 ,100.00,N,104(a),56.4104(a),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-4104.pdf,R D Blankenship Dirt Work LLC
100.00 ,000376371,C,8775658  ,Closed,  ,100.00 ,2/3/2015,2/3/2015,4/15/2015 ,100.00,Y,104(a),56.14112(a)(1),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-14112.pdf,R D Blankenship Dirt Work LLC
100.00 ,000376371,C,8775655  ,Closed,  ,100.00 ,2/3/2015,2/3/2015,4/15/2015 ,100.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-14132.pdf,R D Blankenship Dirt Work LLC
108.00 ,000376371,C,8775657  ,Closed,  ,108.00 ,2/3/2015,2/3/2015,4/15/2015 ,108.00,Y,104(a),56.11001,http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-11001.pdf,R D Blankenship Dirt Work LLC
100.00 ,000376371,C,8775659  ,Closed,  ,100.00 ,2/3/2015,2/4/2015,4/15/2015 ,100.00,Y,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-14107.pdf,R D Blankenship Dirt Work LLC
100.00 ,000376371,C,8775656  ,Closed,  ,100.00 ,2/3/2015,2/3/2015,4/15/2015 ,100.00,Y,104(a),56.14100(c),http://www.gpo.gov/fdsys/pkg/CFR-2015-title30-vol1/pdf/CFR-2015-title30-vol1-sec56-14100.pdf,R D Blankenship Dirt Work LLC
100.00 ,000361289,C,8774787  ,Closed,  ,100.00 ,7/31/2014,7/31/2014,10/15/2014 ,100.00,N,104(a),56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-12004.pdf,R D Blankenship Dirt Work LLC
100.00 ,000350605,C,8768449  ,Closed,  ,100.00 ,3/11/2014,3/11/2014,6/14/2014 ,100.00,N,104(a),56.12018,http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-12018.pdf,R D Blankenship Dirt Work LLC
100.00 ,000350605,C,8768450  ,Closed,  ,100.00 ,3/11/2014,3/13/2014,6/14/2014 ,100.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2014-title30-vol1/pdf/CFR-2014-title30-vol1-sec56-14107.pdf,R D Blankenship Dirt Work LLC
100.00 ,000324075,C,8688890  ,Closed,  ,100.00 ,4/29/2013,5/8/2013,7/13/2013 ,100.00,N,104(a),56.12002,http://www.gpo.gov/fdsys/pkg/CFR-2013-title30-vol1/pdf/CFR-2013-title30-vol1-sec56-12002.pdf,R D Blankenship Dirt Work LLC
100.00 ,000324075,C,8688891  ,Closed,  ,100.00 ,4/29/2013,4/30/2013,7/13/2013 ,100.00,Y,104(a),56.12002,http://www.gpo.gov/fdsys/pkg/CFR-2013-title30-vol1/pdf/CFR-2013-title30-vol1-sec56-12002.pdf,R D Blankenship Dirt Work LLC
100.00 ,000324075,C,8688889  ,Closed,  ,100.00 ,4/29/2013,4/30/2013,7/13/2013 ,100.00,Y,104(a),56.14109,http://www.gpo.gov/fdsys/pkg/CFR-2013-title30-vol1/pdf/CFR-2013-title30-vol1-sec56-14109.pdf,R D Blankenship Dirt Work LLC
100.00 ,000324075,C,8688887  ,Closed,  ,100.00 ,4/29/2013,4/30/2013,7/13/2013 ,100.00,N,104(a),56.12002,http://www.gpo.gov/fdsys/pkg/CFR-2013-title30-vol1/pdf/CFR-2013-title30-vol1-sec56-12002.pdf,R D Blankenship Dirt Work LLC
100.00 ,000324075,C,8688892  ,Closed,  ,100.00 ,4/29/2013,4/30/2013,7/13/2013 ,100.00,N,104(a),56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2013-title30-vol1/pdf/CFR-2013-title30-vol1-sec56-12004.pdf,R D Blankenship Dirt Work LLC
100.00 ,000324075,C,8688886  ,Closed,  ,100.00 ,4/29/2013,5/8/2013,7/13/2013 ,100.00,N,104(a),56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2013-title30-vol1/pdf/CFR-2013-title30-vol1-sec56-12004.pdf,R D Blankenship Dirt Work LLC
100.00 ,000324075,C,8688888  ,Closed,  ,100.00 ,4/29/2013,4/30/2013,7/13/2013 ,100.00,N,104(a),56.20003(a),http://www.gpo.gov/fdsys/pkg/CFR-2013-title30-vol1/pdf/CFR-2013-title30-vol1-sec56-20003.pdf,R D Blankenship Dirt Work LLC
100.00 ,000315892,C,8685443  ,Closed,  ,100.00 ,1/29/2013,1/29/2013,4/14/2013 ,100.00,N,104(a),56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2013-title30-vol1/pdf/CFR-2013-title30-vol1-sec56-12004.pdf,R D Blankenship Dirt Work LLC
100.00 ,000315892,C,8685442  ,Closed,  ,100.00 ,1/29/2013,1/29/2013,4/14/2013 ,100.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2013-title30-vol1/pdf/CFR-2013-title30-vol1-sec56-14132.pdf,R D Blankenship Dirt Work LLC
100.00 ,000260355,C,8616683  ,Closed,  ,100.00 ,5/10/2011,5/11/2011,8/12/2011 ,100.00,Y,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-14107.pdf,R D Blankenship Dirt Work LLC
100.00 ,000260355,C,8616684  ,Closed,  ,100.00 ,5/10/2011,5/11/2011,8/12/2011 ,100.00,Y,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-14107.pdf,R D Blankenship Dirt Work LLC
100.00 ,000260355,C,8616682  ,Closed,  ,100.00 ,5/10/2011,5/10/2011,8/12/2011 ,100.00,N,104(a),56.20003(a),http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-20003.pdf,R D Blankenship Dirt Work LLC
100.00 ,000260355,C,8616681  ,Closed,  ,100.00 ,5/10/2011,5/11/2011,8/12/2011 ,100.00,N,104(a),56.12034,http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-12034.pdf,R D Blankenship Dirt Work LLC
100.00 ,000246349,C,8616633  ,Closed,  ,100.00 ,1/4/2011,1/5/2011,7/18/2011 ,100.00,N,104(a),56.14112(a)(1),http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-14112.pdf,R D Blankenship Dirt Work LLC
100.00 ,000246349,C,8616634  ,Closed,  ,100.00 ,1/4/2011,1/26/2011,7/18/2011 ,100.00,N,104(a),56.14130(c),http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-14130.pdf,R D Blankenship Dirt Work LLC
108.00 ,000246349,C,8616631  ,Closed,  ,108.00 ,1/4/2011,1/5/2011,7/18/2011 ,108.00,Y,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-14100.pdf,R D Blankenship Dirt Work LLC
100.00 ,000246349,C,8616632  ,Closed,  ,100.00 ,1/4/2011,1/5/2011,7/18/2011 ,100.00,N,104(a),56.11002,http://www.gpo.gov/fdsys/pkg/CFR-2011-title30-vol1/pdf/CFR-2011-title30-vol1-sec56-11002.pdf,R D Blankenship Dirt Work LLC
100.00 ,000234831,C,6578422  ,Closed,  ,100.00 ,9/2/2010,9/15/2010,11/13/2010 ,100.00,N,104(a),56.4102,http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-4102.pdf,R D Blankenship Dirt Work LLC
100.00 ,000234831,C,6578421  ,Closed,  ,100.00 ,9/1/2010,9/1/2010,11/13/2010 ,100.00,N,104(a),56.4201(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-4201.pdf,R D Blankenship Dirt Work LLC
100.00 ,000216279,C,6468745  ,Closed,  ,100.00 ,2/24/2010,2/24/2010,5/14/2010 ,100.00,N,104(a),56.14100(c),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14100.pdf,R D Blankenship Dirt Work LLC
100.00 ,000216279,C,6468746  ,Closed,  ,100.00 ,2/24/2010,4/12/2010,5/14/2010 ,100.00,N,104(a),56.14130(c),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-14130.pdf,R D Blankenship Dirt Work LLC
100.00 ,000216279,C,6468743  ,Closed,  ,100.00 ,2/23/2010,2/24/2010,5/14/2010 ,100.00,N,104(a),56.4130(b),http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-4130.pdf,R D Blankenship Dirt Work LLC
100.00 ,000216279,C,6468744  ,Closed,  ,100.00 ,2/23/2010,2/24/2010,5/14/2010 ,100.00,N,104(a),56.12034,http://www.gpo.gov/fdsys/pkg/CFR-2010-title30-vol1/pdf/CFR-2010-title30-vol1-sec56-12034.pdf,R D Blankenship Dirt Work LLC
100.00 ,000165366,C,6460431  ,Closed,  ,100.00 ,7/15/2008,7/24/2008,11/26/2008 ,100.00,N,104(a),56.12028,http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-12028.pdf,R D Blankenship Dirt Work LLC
100.00 ,000165366,C,6460430  ,Closed,  ,100.00 ,7/15/2008,7/15/2008,11/26/2008 ,100.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-14100.pdf,R D Blankenship Dirt Work LLC
100.00 ,000165366,C,6460429  ,Closed,  ,100.00 ,7/14/2008,7/15/2008,11/26/2008 ,100.00,N,104(a),56.12002,http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-12002.pdf,R D Blankenship Dirt Work LLC
100.00 ,000165366,C,6460428  ,Closed,  ,100.00 ,7/14/2008,7/15/2008,11/26/2008 ,100.00,N,104(a),56.12013(b),http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-12013.pdf,R D Blankenship Dirt Work LLC
100.00 ,000165366,C,6460427  ,Closed,  ,100.00 ,7/14/2008,7/15/2008,11/26/2008 ,100.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-2008-title30-vol1/pdf/CFR-2008-title30-vol1-sec56-14107.pdf,R D Blankenship Dirt Work LLC
60.00 ,000115417,C,6247086  ,Closed,  ,60.00 ,1/24/2007,1/25/2007,5/27/2007 ,60.00,N,104(a),56.14100(b),http://www.gpo.gov/fdsys/pkg/CFR-2007-title30-vol1/pdf/CFR-2007-title30-vol1-sec56-14100.pdf,R D Blankenship Dirt Work LLC
60.00 ,000115417,C,6247087  ,Closed,  ,60.00 ,1/24/2007,1/25/2007,5/27/2007 ,60.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2007-title30-vol1/pdf/CFR-2007-title30-vol1-sec56-14132.pdf,R D Blankenship Dirt Work LLC
60.00 ,000115417,C,6247085  ,Closed,  ,60.00 ,1/24/2007,1/25/2007,5/27/2007 ,60.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2007-title30-vol1/pdf/CFR-2007-title30-vol1-sec56-14132.pdf,R D Blankenship Dirt Work LLC
60.00 ,000115417,C,6247088  ,Closed,  ,60.00 ,1/24/2007,1/25/2007,5/27/2007 ,60.00,N,104(a),56.14101(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-2007-title30-vol1/pdf/CFR-2007-title30-vol1-sec56-14101.pdf,R D Blankenship Dirt Work LLC
99.00 ,000064168,C,6222773  ,Closed,  ,99.00 ,1/6/2005,1/6/2005,9/28/2005 ,99.00,Y,104(a),56.15004,http://www.gpo.gov/fdsys/pkg/CFR-2005-title30-vol1/pdf/CFR-2005-title30-vol1-sec56-15004.pdf,R D Blankenship Dirt Work LLC
55.00 ,290198605514,C,7876588  ,Closed,  ,55.00 ,2/9/2000,2/9/2000,5/2/2000 ,55.00,N,104(a),56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-2000-title30-vol1/pdf/CFR-2000-title30-vol1-sec56-14112.pdf,R D Blankenship Dirt Work LLC
55.00 ,290198605514,C,7876587  ,Closed,  ,55.00 ,2/9/2000,2/29/2000,5/2/2000 ,55.00,N,104(a),56.12040,http://www.gpo.gov/fdsys/pkg/CFR-2000-title30-vol1/pdf/CFR-2000-title30-vol1-sec56-12040.pdf,R D Blankenship Dirt Work LLC
55.00 ,290198605513,C,7875823  ,Closed,  ,55.00 ,1/13/1999,2/11/1999,4/6/1999 ,55.00,N,104(a),57.14101(a)(2),http://www.gpo.gov/fdsys/pkg/CFR-1999-title30-vol1/pdf/CFR-1999-title30-vol1-sec57-14101.pdf,R D Blankenship Dirt Work LLC
50.00 ,290198605512,C,4452113  ,Closed,  ,50.00 ,2/11/1997,4/7/1997,9/11/1997 ,50.00,N,104(a),56.11002,http://www.gpo.gov/fdsys/pkg/CFR-1997-title30-vol1/pdf/CFR-1997-title30-vol1-sec56-11002.pdf,R D Blankenship Dirt Work LLC
157.00 ,290198605511,C,4331144  ,Closed,  ,157.00 ,1/9/1996,1/25/1996,4/4/1996 ,157.00,Y,104(a),56.11001,http://www.gpo.gov/fdsys/pkg/CFR-1996-title30-vol1/pdf/CFR-1996-title30-vol1-sec56-11001.pdf,R D Blankenship Dirt Work LLC
50.00 ,290198605511,C,4331145  ,Closed,  ,50.00 ,1/9/1996,1/10/1996,4/4/1996 ,50.00,N,104(a),56.12032,http://www.gpo.gov/fdsys/pkg/CFR-1996-title30-vol1/pdf/CFR-1996-title30-vol1-sec56-12032.pdf,R D Blankenship Dirt Work LLC
50.00 ,290198605511,C,4331146  ,Closed,  ,50.00 ,1/9/1996,1/10/1996,4/4/1996 ,50.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-1996-title30-vol1/pdf/CFR-1996-title30-vol1-sec56-14107.pdf,R D Blankenship Dirt Work LLC
50.00 ,290198605511,C,4331147  ,Closed,  ,50.00 ,1/9/1996,1/10/1996,4/4/1996 ,50.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-1996-title30-vol1/pdf/CFR-1996-title30-vol1-sec56-14107.pdf,R D Blankenship Dirt Work LLC
102.00 ,290198605510,C,4330984  ,Closed,  ,102.00 ,9/6/1995,9/7/1995,11/27/1995 ,102.00,Y,104(a),56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-1995-title30-vol1/pdf/CFR-1995-title30-vol1-sec56-14112.pdf,R D Blankenship Dirt Work LLC
81.00 ,290198605510,C,4330983  ,Closed,  ,81.00 ,9/6/1995,9/7/1995,11/27/1995 ,81.00,Y,104(a),56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-1995-title30-vol1/pdf/CFR-1995-title30-vol1-sec56-14112.pdf,R D Blankenship Dirt Work LLC
50.00 ,290198605510,C,4330988  ,Closed,  ,50.00 ,9/6/1995,9/14/1995,11/27/1995 ,50.00,N,104(a),56.12028,http://www.gpo.gov/fdsys/pkg/CFR-1995-title30-vol1/pdf/CFR-1995-title30-vol1-sec56-12028.pdf,R D Blankenship Dirt Work LLC
60.00 ,290198605510,C,4330987  ,Closed,  ,60.00 ,9/6/1995,9/7/1995,11/27/1995 ,60.00,Y,104(a),56.9300(b),http://www.gpo.gov/fdsys/pkg/CFR-1995-title30-vol1/pdf/CFR-1995-title30-vol1-sec56-9300.pdf,R D Blankenship Dirt Work LLC
50.00 ,290198605510,C,4330986  ,Closed,  ,50.00 ,9/6/1995,9/7/1995,11/27/1995 ,50.00,N,104(a),56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-1995-title30-vol1/pdf/CFR-1995-title30-vol1-sec56-14112.pdf,R D Blankenship Dirt Work LLC
81.00 ,290198605510,C,4330982  ,Closed,  ,81.00 ,9/6/1995,9/7/1995,11/27/1995 ,81.00,Y,104(a),56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-1995-title30-vol1/pdf/CFR-1995-title30-vol1-sec56-14112.pdf,R D Blankenship Dirt Work LLC
50.00 ,290198605510,C,4330985  ,Closed,  ,50.00 ,9/6/1995,9/7/1995,11/27/1995 ,50.00,N,104(a),56.14112(b),http://www.gpo.gov/fdsys/pkg/CFR-1995-title30-vol1/pdf/CFR-1995-title30-vol1-sec56-14112.pdf,R D Blankenship Dirt Work LLC
81.00 ,290198605509,C,4330721  ,Closed,  ,81.00 ,4/4/1995,4/5/1995,6/7/1995 ,81.00,Y,104(a),56.20003(a),http://www.gpo.gov/fdsys/pkg/CFR-1995-title30-vol1/pdf/CFR-1995-title30-vol1-sec56-20003.pdf,R D Blankenship Dirt Work LLC
50.00 ,290198605509,C,4330722  ,Closed,  ,50.00 ,4/4/1995,4/5/1995,6/7/1995 ,50.00,N,104(a),56.20003(a),http://www.gpo.gov/fdsys/pkg/CFR-1995-title30-vol1/pdf/CFR-1995-title30-vol1-sec56-20003.pdf,R D Blankenship Dirt Work LLC
102.00 ,290198605509,C,4330499  ,Closed,  ,102.00 ,4/4/1995,4/5/1995,6/7/1995 ,102.00,Y,104(a),56.9300(a),http://www.gpo.gov/fdsys/pkg/CFR-1995-title30-vol1/pdf/CFR-1995-title30-vol1-sec56-9300.pdf,R D Blankenship Dirt Work LLC
50.00 ,290198605509,C,4330500  ,Closed,  ,50.00 ,4/4/1995,4/5/1995,6/7/1995 ,50.00,N,104(a),56.14107(a),http://www.gpo.gov/fdsys/pkg/CFR-1995-title30-vol1/pdf/CFR-1995-title30-vol1-sec56-14107.pdf,R D Blankenship Dirt Work LLC
116.00 ,000453710,C,9365982  ,Closed,  ,116.00 ,10/18/2017,10/18/2017,1/14/2018 ,116.00,N,104(a),56.12032,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-12032.pdf,SIMPSON DIRTWORX LLC
116.00 ,000453710,C,9365983  ,Closed,  ,116.00 ,10/18/2017,10/18/2017,1/14/2018 ,116.00,N,104(a),56.12004,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-12004.pdf,SIMPSON DIRTWORX LLC
116.00 ,000453710,C,9365984  ,Closed,  ,116.00 ,10/18/2017,10/18/2017,1/14/2018 ,116.00,N,104(a),56.12025,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-12025.pdf,SIMPSON DIRTWORX LLC
116.00 ,000453710,C,9365985  ,Closed,  ,116.00 ,10/18/2017,10/18/2017,1/14/2018 ,116.00,N,104(a),46.9(a),http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec46-9.pdf,SIMPSON DIRTWORX LLC
280.00 ,000447415,C,9362435  ,Closed,  ,280.00 ,7/16/2017,8/3/2017,10/15/2017 ,280.00,Y,104(a),56.12028,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-12028.pdf,SIMPSON DIRTWORX LLC
280.00 ,000447415,C,9362434  ,Closed,  ,280.00 ,7/16/2017,7/19/2017,10/15/2017 ,280.00,Y,104(a),56.12030,http://www.gpo.gov/fdsys/pkg/CFR-2017-title30-vol1/pdf/CFR-2017-title30-vol1-sec56-12030.pdf,SIMPSON DIRTWORX LLC
114.00 ,000427976,C,9311178  ,Closed,  ,114.00 ,11/30/2016,12/1/2016,3/10/2017 ,114.00,N,104(a),56.4101,http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-4101.pdf,SIMPSON DIRTWORX LLC
114.00 ,000427976,C,9311179  ,Closed,  ,114.00 ,11/30/2016,12/1/2016,3/10/2017 ,114.00,N,104(a),56.14132(a),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-14132.pdf,SIMPSON DIRTWORX LLC
114.00 ,000427976,C,9311177  ,Closed,  ,114.00 ,11/30/2016,12/1/2016,3/10/2017 ,114.00,N,104(a),56.12032,http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-12032.pdf,SIMPSON DIRTWORX LLC
114.00 ,000427976,C,9311180  ,Closed,  ,114.00 ,11/30/2016,12/1/2016,3/10/2017 ,114.00,N,104(a),56.18002(b),http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-18002.pdf,SIMPSON DIRTWORX LLC
100.00 ,000411970,C,8924450  ,Closed,  ,100.00 ,4/26/2016,5/5/2016,7/17/2016 ,100.00,N,104(a),56.12028,http://www.gpo.gov/fdsys/pkg/CFR-2016-title30-vol1/pdf/CFR-2016-title30-vol1-sec56-12028.pdf,SIMPSON DIRTWORX LLC
